LRIMOShipNo,ShipName,ShipStatus,ShiptypeLevel5,GrossTonnage,Deadweight,BollardPull,Breadth,BunkersDescriptiveNarrative,CargoCapacitiesNarrative,CargoGradesSegregations,ClassNarrative,CountryOfBuild,DateOfBuild,Displacement,Draught,FlagCode,FlagName,FuelConsumptionTotal,FuelType1Capacity,FuelType1Code,FuelType1First,FuelType2Capacity,FuelType2Code,FuelType2Second,GasCapacity,GrainCapacity,HullType,HullTypeCode,IceCapabilityDescriptiveNarrative,Length,LiquidCapacity,MaritimeMobileServiceIdentityMMSINumber,NumberofTanks,Operator,PassengerCapacity,PortofRegistryCode,PortofRegistry,SegregatedBallastCapacity,SegregatedBallastTanks,Shipbuilder,ShiptypeGroup,ShiptypeLevel2,ShiptypeLevel3,ShiptypeLevel4,ShiptypeLevel5HullType,ShiptypeLevel5SubGroup,ShiptypeLevel5SubType,SlopTankCapacity,Speed,StandardShipDesign,StatCode5,TEU
9190377,NORTH FRIENDSHIP,In Service/Commission,Bulk Carrier,40494,74732,0,32.26,,"Grain 91,717; Bale 89,882",0,"American Bureau of Shipping (1999-07-00) AB: Special Survey Date: 2009-05-26 Class Notation: (+)A1, Bulk Carrier, (E), (+)AMS, (+)ACCU, SH  Service Restriction: Unrestricted Service","China, People's Republic Of",199907,87337,14.25,MTA,Malta,0,,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,91717,Double Bottom Entire Compartment Length,DBE,,225,0,248404000,,Oldendorff Carriers GmbH & Co,0,9130,Valletta,0,,Hudong Shipbuilding Group,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14,HUDONG 74,A21A2BC,0
9190391,SMIT CLYDE,In Casualty Or Repairing,Tug,353,175,60,10.6,,,0,Lloyd's Register (2000-03-06)LR Class: + 100 A1 Survey Type: Special Survey Date: 2010-03 Class Notation: tug LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 000428 LR Hull Notes: 5BH,Netherlands,200003,700,4.05,CAN,Canada,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,30.6,0,316011473,,Smit Marine Canada Inc,0,1673,"Vancouver, BC",0,,Damen Gorinchem,,Miscellaneous,Towing / Pushing,Tug,Ship Shape Including Multi-Hulls,Specialist 1,Tug,,13.2,Damen ASD 3111,B32A2ST,0
9190640,MATILDE CORRADO,In Service/Commission,Bulk Carrier,38580,72863,0,32.24,Fuel: (heating coils),"Grain 85,473",0,"American Bureau of Shipping (2004-04-00) AB: Class Notation: A1, Bulk Carrier, AMS, ACCU  Service Restriction: Unrestricted Service","Korea, South",200201,83826,13.9,BAH,Bahamas,0,130.1,DF,Distillate Fuel,2256.9,RF,Residual Fuel,0,85473,,,,224.95,0,311626000,,Gestion Maritime SAM,0,9961,Nassau                                ,0,,Samsung Heavy Inds - Geoje,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.5,,A21A2BC,0
9191307,TAMESIS,In Service/Commission,Vehicles Carrier,67140,39516,0,32.26,Fuel: (heating coils) consumption: 82.00pd,"Crew 40; Grain 125,620; TEU: 2,392; Cars 5,496",0,Det norske Veritas (2000-00-00) NV: Class Notation: 1A1 General Cargo Carrier Car Carrier RO/RO CONTAINER MCDK E0 LCS-SI,"Korea, South",200004,64500,11.75,NIS,Norway (Nis),82,311.6,DF,Distillate Fuel,4796.2,RF,Residual Fuel,0,125620,,,,240.6,0,257565000,,Wallenius Wilhelmsen Logistics,0,4539,Tonsberg                              ,0,,Daewoo Heavy Industries Ltd,,Dry Cargo/Passenger,Ro-Ro Cargo,Vehicles Carrier,Ship Shape Including Multi-Hulls,Ro-Ro,Vehicles Carrier,,20,WWL Mk IV,A35B2RV,2392
9191319,TALISMAN,In Service/Commission,Vehicles Carrier,67140,38300,0,32.26,,"TEU: 2,340; Cars 5,496",0,Det norske Veritas (2000-06-00) NV: Class Notation: 1A1 General Cargo Carrier Car Carrier RO/RO CONTAINER MCDK E0 LCS-SI,"Korea, South",200006,0,11.75,NIS,Norway (Nis),0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,240.6,0,257613000,,Wallenius Wilhelmsen Logistics,0,4539,Tonsberg                              ,0,,Daewoo Heavy Industries Ltd,,Dry Cargo/Passenger,Ro-Ro Cargo,Vehicles Carrier,Ship Shape Including Multi-Hulls,Ro-Ro,Vehicles Carrier,,20,WWL Mk IV,A35B2RV,2340
9191321,TARAGO,In Service/Commission,Vehicles Carrier,67140,39516,0,32.26,,"Crew 40; TEU: 2,340; Cars 5,496",0,Det norske Veritas (2000-09-00) NV: Class Notation: 1A1 General Cargo Carrier Car Carrier RO/RO CONTAINER MCDK E0 LCS-SI,"Korea, South",200009,0,11.75,NIS,Norway (Nis),0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,240.6,0,257672000,,Wallenius Wilhelmsen Logistics,0,4539,Tonsberg                              ,0,,Daewoo Heavy Industries Ltd,,Dry Cargo/Passenger,Ro-Ro Cargo,Vehicles Carrier,Ship Shape Including Multi-Hulls,Ro-Ro,Vehicles Carrier,,20,WWL Mk IV,A35B2RV,2340
9192167,SILVER SHADOW,In Service/Commission,Passenger/Cruise,28258,2980,0,24.8,Fuel: consumption: 45.50pd,Passengers; cabins 194; berths 388; Crew 305,0,Registro Italiano Navale (2000-10-00),Italy,200008,0,6.12,BAH,Bahamas,45.5,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,186,0,308628000,,Silversea Cruises Ltd,388,9961,Nassau                                ,0,,Visentini Cantiere Navale Srl,,Dry Cargo/Passenger,Passenger,Passenger (Cruise) Ship,Ship Shape Including Multi-Hulls,Passenger,Cruise Ship,,17.5,,A37A2PC,0
9192260,ARAFURA SEA,In Service/Commission,Crude Oil Tanker,57680,105856,0,43,,"Liquid @ 98% 115,510; Segregated Ballast 39,125; Slops 2,526; Cargo heating coils",3,Det Norske Veritas (2000-03-00) NV: Class Notation: 1A1 Tanker for Oil ESP E0 LCS-SID VCS-2 CSA-1,"Korea, South",200003,122740,14.2,SNG,Singapore,0,273,DF,Distillate Fuel,3227,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,248.21,115510,563764000,14,Sammy Ofer Group Monaco SOGM,0,610,Singapore,39125,,Hyundai Heavy Inds - Ulsan,Aframax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,2526,15.1,,A13A2TV,0
9192351,GOLDEN PRINCESS,In Service/Commission,Passenger/Cruise,108865,8418,0,36,,"Passengers; cabins 1,297; berths 3,300; Crew 1,100",0,Lloyd's Register (2007-05-05)LR Class: + 100 A1 Survey Type: Continuous Survey Date: 2011-04 Class Notation: passenger ship:*IWS LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: CCSFee Numeral: 11539 LR Hull Notes: 18BH,Italy,200104,53810,8.45,BER,Bermuda,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,289.51,0,310344000,,Princess Cruise Lines Ltd,3300,9629,Hamilton,0,,Fincantieri Monfalcone,,Dry Cargo/Passenger,Passenger,Passenger (Cruise) Ship,Ship Shape Including Multi-Hulls,Passenger,Cruise Ship,,22,,A37A2PC,0
9192363,STAR PRINCESS,In Service/Commission,Passenger/Cruise,108977,10852,0,36,Fuel: consumption: 270.00pd,"Passengers; cabins 1,297; berths 3,300; Crew 1,100",0,Lloyd's Register (2007-01-27)LR Class: + 100 A1 Survey Type: Continuous Survey Date: 2012-01 Class Notation: passenger ship:*IWS LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: CCSFee Numeral: 11489 LR Hull Notes: 18BH,Italy,200201,0,8.45,BER,Bermuda,270,231.1,DF,Distillate Fuel,3400.1,RF,Residual Fuel,0,0,,,,289.51,0,310361000,,Princess Cruise Lines Ltd,3300,9629,Hamilton,0,,Fincantieri Monfalcone,,Dry Cargo/Passenger,Passenger,Passenger (Cruise) Ship,Ship Shape Including Multi-Hulls,Passenger,Cruise Ship,,22,,A37A2PC,0
9192416,CHANG HO,In Service/Commission,Bulk Carrier,43568,80416,0,37,,"Grain 94,500",0,"American Bureau of Shipping (2000-00-00) AB: Class Notation: (+)A1, Bulk Carrier, (E), (+)AMS, (+)ACCU, SH , HCS  Service Restriction: Unrestricted Service",Chinese Taipei,200010,0,13.433,PAN,Panama,0,2622,RF,Residual Fuel,0,NN,Not Applicable,0,94500,,,,225,0,356234000,,Oldendorff Carriers GmbH & Co,0,1010,Panama,0,,China Shipbuilding - Kaohsiung,Post-Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,16,,A21A2BC,0
9193288,DALLAS EXPRESS,In Service/Commission,Container Ship (Fully Cellular),54437,67145,0,32.2,Fuel: consumption: 140.70pd,"Crew 22; TEU: 4,890 TEU @14:3,371 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C",0,"Germanischer Lloyd (2000-05-00) GL: Special Survey Date: 2009-12-10 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  ERS  BWM-S  BWM-F  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP","Korea, South",200001,0,13.55,GEU,Germany,140.7,289.11,DF,Distillate Fuel,6083,RF,Residual Fuel,0,0,,,FS Ice Class II,293.99,0,211311970,,Hapag-Lloyd AG,0,1614,Hamburg,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9193290,TOKYO EXPRESS,In Service/Commission,Container Ship (Fully Cellular),54465,67145,0,32.2,Fuel: consumption: 140.70pd,"Crew 22; TEU: 4,890 TEU @14:3,371 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C",0,"Germanischer Lloyd (2000-06-00) GL: Special Survey Date: 2010-06-04 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  ERS  BWM-S  BWM-F  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP , ENVIRONMENTAL PASSPORT","Korea, South",200005,86969,13.57,GEU,Germany,140.7,335,DF,Distillate Fuel,6612,RF,Residual Fuel,0,0,,,FS Ice Class II,294.17,0,211327410,,Hapag-Lloyd AG,0,1614,Hamburg,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9193305,SEOUL EXPRESS,In Service/Commission,Container Ship (Fully Cellular),54465,66971,0,32.2,Fuel: (heating coils) consumption: 140.70pd,"Crew 22; TEU: 4,890 TEU @14:3,371 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C",0,"Germanischer Lloyd (2000-09-00) GL: Special Survey Date: 2010-04-26 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  ERS  BWM-S  BWM-F  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP , ENVIRONMENTAL PASSPORT","Korea, South",200006,0,13.57,GEU,Germany,140.7,335,DF,Distillate Fuel,6612,RF,Residual Fuel,0,0,,,FS Ice Class II,294.17,0,211331640,,Hapag-Lloyd AG,0,1614,Hamburg,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9193317,ROTTERDAM EXPRESS,In Service/Commission,Container Ship (Fully Cellular),54465,66975,0,32.2,Fuel: (heating coils) consumption: 140.70pd,"Crew 22; TEU: 4,890 TEU @14:3,371 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C",0,"Germanischer Lloyd (2000-11-00) GL: Special Survey Date: 2010-08-09 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  ERS  BWM-S  BWM-F  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP , ENVIRONMENTAL PASSPORT","Korea, South",200008,0,13.57,GEU,Germany,140.7,335,DF,Distillate Fuel,6612,RF,Residual Fuel,0,0,,,FS Ice Class II,293.99,0,211335760,,Hapag-Lloyd AG,0,1614,Hamburg,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9193551,POLAR ENDEAVOUR,In Service/Commission,Crude Oil Tanker,85387,141740,0,46.2,Fuel: (heating coils),"Crew 18; Liquid @ 98% 161,229; Segregated Ballast 60,832",0,"American Bureau of Shipping (2002-00-00) AB: Special Survey Date: 2008-08-21 Class Notation: (+)A1, Oil Carrier, (E), (+)AMS, (+)ACCU, (+)APS, NIBS, R2-S+, SH , DLA  Service Restriction: Unrestricted Service",United States Of America,200104,173509,17.52,USA,United States Of America,0,168,DF,Distillate Fuel,4336,RF,Residual Fuel,0,0,Double Hull (Marpol),DH,,272.69,161229,338371000,14,Polar Tankers Inc,0,9177,"Falling Waters, WV",60832,,Avondale Avondale,Suezmax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,,16.55,,A13A2TV,0
9193563,POLAR RESOLUTION,In Service/Commission,Crude Oil Tanker,85387,141740,0,46.15,Fuel: (heating coils),"Crew 32; Liquid @ 98% 161,706; Segregated Ballast 60,832",0,"American Bureau of Shipping (2002-10-00) AB: Class Notation: (+)A1, Oil Carrier, (E), (+)AMS, (+)ACCU, (+)APS, NIBS, R2-S+, SH , DLA  Service Restriction: Unrestricted Service",United States Of America,200205,173509,17.52,USA,United States Of America,0,4316,RF,Residual Fuel,0,NN,Not Applicable,0,0,Double Hull (Marpol),DH,,272.69,161706,369540000,14,Polar Tankers Inc,0,9177,"Falling Waters, WV",60832,,Avondale Avondale,Suezmax - Tanker,Tankers,Oil,Crude Oil Tanker,Ship Shape Including Multi-Hulls,Petroleum Products,Crude Oil Tanker,,16.55,,A13A2TV,0
9193575,BRITTIN,In Service/Commission,Logistics Vessel (Naval Ro-Ro Cargo),69365,33819,0,32.26,,,0,"American Bureau of Shipping (2002-10-00) AB: Class Notation: (+)A1, Vehicle Carrier, (E), (+)AMS, (+)ACCU, (+)APS  Service Restriction: Unrestricted Service",United States Of America,200207,0,10.94,USA,United States Of America,0,,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,289.33,0,303890000,,MSC USA Govt Dept,0,0,,0,,Avondale Avondale,,Non-Merchant Ships,Yacht,Naval/Naval Auxiliary,Ship Shape Semi-Sub,Naval 1,Logistics vessel (Naval Ro-Ro Cargo),,24,,X11C3MX,0
9193707,ROSINA TOPIC,In Service/Commission,Bulk Carrier,26216,45251,0,30.4,Fuel: (heating coils),"Crew 20; Grain 57,208; Bale 55,565; Clean Ballast 14,829",0,"Lloyd's Register (2000-06-08)LR Class: + 100 A1 Survey Type: Special Survey Date: 2010-06 Class Notation: bulk carrier:strengthened for heavy cargoes, Nos. 2 & 4 holds may be empty:ESP:LI:ESN LR Machinery Class: LR Maltese Cross LMC LR Machinery Notations: UMS (Unmanned Machinery Spaces)Fee Numeral: 008301 LR Hull Notes: 7BH   WB27264T incl. No. 3 hold 12063T",Japan,200006,53181,11.62,LIB,Liberia,0,120,DF,Distillate Fuel,1600,RF,Residual Fuel,0,57208,,,,186,0,636011258,,Marfin Management SAM,0,4028,Monrovia                              ,0,,Tsuneishi Shbldg - Fkym - earl,Handymax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.6,Tess-45,A21A2BC,0
9195157,NORWEGIAN STAR,In Service/Commission,Passenger/Cruise,91740,7500,0,32.2,,"Passengers; cabins 1,120; berths 3,000; Crew 1,000",0,Det Norske Veritas (2001-10-00) NV: Class Notation: 1A1 Passenger Ship ECO BIS,Germany,200110,0,8.2,BAH,Bahamas,0,2692,RF,Residual Fuel,0,NN,Not Applicable,0,0,,,,294.13,0,311082000,,NCL Bahamas Ltd,3000,9961,Nassau                                ,0,,Meyer JL GmbH,,Dry Cargo/Passenger,Passenger,Passenger (Cruise) Ship,Ship Shape Including Multi-Hulls,Passenger,Cruise Ship,,24.6,,A37A2PC,0
9195195,RADIANCE OF THE SEAS,In Service/Commission,Passenger/Cruise,90090,10759,0,32.2,Fuel: consumption: 292.00pd,"Passengers; cabins 1,051; berths 2,496; Crew 858",0,Det Norske Veritas (2001-03-00) NV: Class Notation: 1A1 Passenger Ship RP ECO CLEAN DESIGN,Germany,200103,0,8.5,BAH,Bahamas,292,3220,RF,Residual Fuel,0,NN,Not Applicable,0,0,,,,293.2,0,311319000,,Royal Caribbean Cruises Ltd,2496,9961,Nassau                                ,0,,Meyer JL GmbH,,Dry Cargo/Passenger,Passenger,Passenger (Cruise) Ship,Ship Shape Including Multi-Hulls,Passenger,Cruise Ship,,24,,A37A2PC,0
9195303,CECILIA,In Service/Commission,Bulk Carrier,85914,170565,0,45,Fuel: (heating coils) consumption: 61.20pd,"Crew 25; Grain 191,028; Bale 188,654",0,"Nippon Kaiji Kyokai (2007-05-00) NK: Special Survey Date: 2009-06-04 Class Notation: NS(BC)(ESP)/MNS CHG, MPP, LSA, RCF, M0, AFS",Japan,199906,191680,17.726,PAN,Panama,61.2,315,DF,Distillate Fuel,5180,RF,Residual Fuel,0,191028,Double Bottom Entire Compartment Length,DBE,,287.64,0,357557000,,Toyo Sangyo Co Ltd,0,1010,Panama,0,,Namura Shipbuilding - Imari,Capesize - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,15.1,,A21A2BC,0
9195327,POWER STEEL,In Service/Commission,Bulk Carrier,38881,74443,0,32.2,,"Grain 87,590",0,"Nippon Kaiji Kyokai (1999-01-00) NK: Special Survey Date: 2008-11-23 Class Notation: NS*(BC)(ESP)/MNS* MPP, LSA, RCF, M0, AFS",Japan,199901,0,13.821,PAN,Panama,0,2315,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,87590,,,,225,0,357092000,,Yamamaru Kisen KK,0,1010,Panama,0,,Sasebo Sasebo,Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.2,,A21A2BC,0
9196814,NORTH FORTUNE III,In Service/Commission,Bulk Carrier,50238,91439,0,43,Fuel: (heating coils),"Crew 21; Grain 110,831",0,"Nippon Kaiji Kyokai (2000-09-00) NK: Special Survey Date: 2010-09-12 Class Notation: NS*(BC)(ESP)(IWS)/MNS* MPP, LSA, RCF, AFS",Japan,200009,0,12.857,PAN,Panama,0,3103,RF,Residual Fuel,0,NN,Not Applicable,0,110831,Double Bottom Entire Compartment Length,DBE,,235,0,355406000,,Hachiuma Steamship Co Ltd,0,1010,Panama,0,,Oshima Shipbuilding Co Ltd,Post-Panamax - Bulk Carrier,Bulk Carriers,Bulk Dry,Bulk Carrier,Ship Shape Including Multi-Hulls,Dry Bulk Cargo,Bulk Carrier,,14.3,,A21A2BC,0
9196838,SEALAND NEW YORK,In Service/Commission,Container Ship (Fully Cellular),74661,81462,0,40,,"TEU: 6,420 TEU @14:5,030 C Ho 3130 TEU C Dk 3290 TEU incl 500 ref C.",0,Bureau Veritas (2011-07-00) BV: Special Survey Date: 2011-11-29 Class Notation: I Container ship Service Restriction: Unrestricted navigation,"Korea, South",200005,0,14,GRC,Greece,0,,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,304.16,0,239708000,,Maersk A/S,0,825,Piraeus,0,,Hyundai Heavy Inds - Ulsan,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,26,Hyundai 6000,A33A2CC,6420
9196890,APL ARABIA,In Service/Commission,Container Ship (Fully Cellular),54415,66895,0,32.2,Fuel: (heating coils) consumption: 155.00pd,"Crew 25; TEU: 4,890 TEU @14:3,370 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C.",0,"Germanischer Lloyd (2000-11-00) GL: Special Survey Date: 2010-07-09 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  NAV-OC  ERS  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP","Korea, South",200008,0,13.55,LIB,Liberia,155,295.5,DF,Distillate Fuel,6431.9,RF,Residual Fuel,0,0,,,FS Ice Class II,293.99,0,636090624,,APL Ltd,0,4028,Monrovia                              ,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9196905,APL EGYPT,In Service/Commission,Container Ship (Fully Cellular),54415,66922,0,32.2,Fuel: (heating coils) consumption: 155.00pd,"Crew 25; TEU: 4,890 TEU @14:3,370 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C.",0,"Germanischer Lloyd (2001-02-00) GL: Special Survey Date: 2010-11-17 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  NAV-OC  ERS  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP","Korea, South",200011,0,13.55,LIB,Liberia,155,295.5,DF,Distillate Fuel,6431.9,RF,Residual Fuel,0,0,,,FS Ice Class II,293.99,0,636090618,,APL Ltd,0,4028,Monrovia                              ,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9196917,APL MALAYSIA,In Service/Commission,Container Ship (Fully Cellular),54415,66910,0,32.2,Fuel: (heating coils) consumption: 155.00pd,"Crew 25; TEU: 4,890 TEU @14:3,370 C Ho 2326 TEU C Dk 2564 TEU incl 370 ref C.",0,"Germanischer Lloyd (2001-02-00) GL: Special Survey Date: 2010-11-04 Class Notation: /+ 100A5 E WITH FRBD 3,835 M IW  NAV-OC  ERS  SOLAS-II-2,REG.19  C2P64  CONTAINER SHIP","Korea, South",200011,0,13.55,LIB,Liberia,155,295.5,DF,Distillate Fuel,6431.9,RF,Residual Fuel,0,0,,,FS Ice Class II,293.99,0,636090620,,APL Ltd,0,4028,Monrovia                              ,0,,Hyundai Heavy Inds - Ulsan,Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,24,Hyundai 4800,A33A2CC,4890
9196955,EVER ULYSSES,In Service/Commission,Container Ship (Fully Cellular),69246,63216,0,40,Fuel: (heating coils) consumption: 201.00pd,"TEU: 5,652 TEU @14:4,291 C Ho 2808 TEU C Dk 2844 TEU incl 570 ref C.",0,"American Bureau of Shipping (2000-06-00) AB: Class Notation: (+)A1, Container Carrier, (E), (+)AMS, (+)ACCU, SH  Service Restriction: Unrestricted Service",Japan,200006,0,12.7,SNG,Singapore,201,464.12,DF,Distillate Fuel,8378.44,RF,Residual Fuel,0,0,,,,285,0,564442000,,Evergreen Marine Corp,0,610,Singapore,0,,Mitsubishi Kobe,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25,Evergreen U,A33A2CC,5652
9196967,EVER UNICORN,In Service/Commission,Container Ship (Fully Cellular),69246,63400,0,40,Fuel: (heating coils) consumption: 201.00pd,"TEU: 5,652 TEU @14:4,291 C Ho 2808 TEU C Dk 2844 TEU incl 570 ref C.",0,"American Bureau of Shipping (2000-09-00) AB: Class Notation: (+)A1, Container Carrier, (E), (+)AMS, (+)ACCU, SH  Service Restriction: Unrestricted Service",Japan,200009,0,12.7,SNG,Singapore,201,464.12,DF,Distillate Fuel,8378.44,RF,Residual Fuel,0,0,,,,285,0,564995000,,Evergreen Marine Corp,0,610,Singapore,0,,Mitsubishi Kobe,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25,Evergreen U,A33A2CC,5652
9196979,ITAL USODIMARE,In Service/Commission,Container Ship (Fully Cellular),68888,63388,0,40,Fuel: (heating coils) consumption: 201.00pd,"TEU: 5,652 TEU @14:4,291 C Ho 2808 TEU C Dk 2844 TEU incl 570 ref C.",0,Registro Italiano Navale (2012-11-00),Japan,200011,0,12.7,ITL,Italy,201,464.12,DF,Distillate Fuel,8378.44,RF,Residual Fuel,0,0,,,,285,0,247009600,,Evergreen Marine Corp,0,1794,Trieste,0,,Mitsubishi Kobe,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25,Evergreen U,A33A2CC,5652
9196981,ITAL UNICA,In Service/Commission,Container Ship (Fully Cellular),68888,63216,0,40,,"Crew 23; TEU: 5,652 TEU @14:4,291 C Ho 2808 TEU C Dk 2844 TEU incl 562 ref C.",0,Registro Italiano Navale (2012-06-00),Japan,200103,0,12.7,ITL,Italy,0,0,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,285,0,247012800,,Evergreen Marine Corp,0,1794,Trieste,0,,Mitsubishi Kobe,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25,Evergreen U,A33A2CC,5652
9196993,ITAL UNIVERSO,In Service/Commission,Container Ship (Fully Cellular),68888,63216,0,40,,"TEU: 5,652 TEU @14:4,291 C Ho 2808 TEU C Dk 2844 TEU incl 562 ref C.",0,Registro Italiano Navale (2012-05-00),Japan,200105,0,12.7,ITL,Italy,0,,YY,"Yes, But Type Not Known",0,NN,Not Applicable,0,0,,,,285,0,247012900,,Evergreen Marine Corp,0,1794,Trieste,0,,Mitsubishi Kobe,Post Panamax - Containership,Dry Cargo/Passenger,Container,Container Ship,Ship Shape Including Multi-Hulls,Cellular Container,Container Ship (Fully Cellular),,25,Evergreen U,A33A2CC,5652
9197002,SAGA ANDORINHA,In Service/Commission,Open Hatch Cargo Ship,29729,47027,0,30.5,Fuel: (heating coils) consumption: 33.14pd,"Crew 22; Grain 53,232; TEU: 400",0,Det Norske Veritas (1998-09-00) NV: Class Notation: 1A1 General Cargo Carrier GRAIN E0 LCS-SI DK(+) HA(+),Japan,199809,57741,11.823,GBI,United Kingdom,33.14,139.2,DF,Distillate Fuel,2726.04,RF,Residual Fuel,0,53232,,,,199.2,0,232945000,,Saga Forest Carriers Intl AS,0,4368,Greenock,0,,Oshima Shipbuilding Co Ltd,,Dry Cargo/Passenger,General Cargo,General Cargo Ship,Ship Shape Including Multi-Hulls,General Cargo,Open Hatch Cargo Ship,,14.5,,A31A2GO,400
